train_mse_mean,train_nll_embedding_mean,train_cosine_sim_mean,val_mse_mean,val_nll_embedding_mean,val_cosine_sim_mean,test_mse_mean,test_nll_embedding_mean,test_cosine_sim_mean,num_epochs_mean,test_word_avg_auc_roc_mean,test_word_train_weighted_auc_roc_mean,test_word_test_weighted_auc_roc_mean,test_word_perplexity_mean,test_occurence_perplexity_mean,test_word_top_1_mean,test_occurence_top_1_mean,test_word_top_5_mean,test_occurence_top_5_mean,test_word_top_10_mean,test_occurence_top_10_mean,train_mse_std,train_nll_embedding_std,train_cosine_sim_std,val_mse_std,val_nll_embedding_std,val_cosine_sim_std,test_mse_std,test_nll_embedding_std,test_cosine_sim_std,num_epochs_std,test_word_avg_auc_roc_std,test_word_train_weighted_auc_roc_std,test_word_test_weighted_auc_roc_std,test_word_perplexity_std,test_occurence_perplexity_std,test_word_top_1_std,test_occurence_top_1_std,test_word_top_5_std,test_occurence_top_5_std,test_word_top_10_std,test_occurence_top_10_std,lags
0.3432817001827061,3.459103548526764,0.6136654838298758,0.35063327513635156,3.481669841706753,0.6019998650997878,0.34474674966186286,3.477806766331196,0.6158902542665601,1.6,0.5178989737616075,0.5219271776810628,0.5192360204622462,421.86845643436664,1019.5794635859156,0.0025604127070323105,0.0009848337923276831,0.013984329545013769,0.004529886350413096,0.033681587215391176,0.008665684030875451,0.007383716475161606,0.005522161500690915,0.02052773016657412,0.0013551230305799422,0.0018141902764029784,0.0039767599964365885,0.006982865769573462,0.0021188172283521274,0.016493640506250594,0.4898979485566356,0.007202988424696758,0.009168256949124008,0.011423935752862859,11.356017157846486,0.4022252370303896,0.0015995549971806577,4.750571627910131e-07,0.0021905447094146494,0.0010027565887890282,0.004960028453022931,0.0021892824871156506,-1000
0.33825700227171185,3.451038099080324,0.6262159066973254,0.35144432354718447,3.4810839131474496,0.5997166585177183,0.345474642328918,3.477356715500355,0.6144243996590376,2.4,0.5235596607519503,0.5254200134104599,0.5279333421967686,421.2018453955553,1019.2927311691928,0.002560800589581475,0.0011818781273030526,0.01812264846204569,0.0049239750203638345,0.041364376866684774,0.010439664869477523,0.010242670188348742,0.006849457545055295,0.023577374091997817,0.0021752790978226246,0.001102297485932212,0.001227143692785359,0.004410228917769377,0.002501056141143684,0.013424897303779527,0.8,0.006600032921581764,0.010225777608449511,0.00437454192595129,11.432098616861179,0.5569985737328805,0.0018267289839879236,0.00039428284971673255,0.006030024853874368,0.0013919445633513285,0.008655578999506187,0.0014766755891726267,-800
0.3334695061668753,3.44602884426713,0.6379871744662523,0.35064922496676443,3.479096752405167,0.600329284928739,0.3454613031819463,3.4764263540506364,0.6127716474235058,2.8,0.5348335079247571,0.538215559139288,0.5380295160996464,420.7145688653779,1018.6481971639236,0.004332648074163142,0.0011816841860284705,0.02068189752143051,0.006302509600093093,0.040771692331562005,0.011620573290407665,0.0016110100991097935,0.006748272573922184,0.004336382961160691,0.0013350411751388966,0.0014288050603163895,0.0026195089818108366,0.006050154996953016,0.001826795523234368,0.01580788353654046,0.7483314773547882,0.022353905113319413,0.01605832017979926,0.009265286289266438,11.555053321359928,0.6859777505602423,0.0014720574566794648,0.0007369098795926446,0.005137107607034535,0.002685835399741316,0.005989575694476036,0.005074425384537884,-600
0.3329849369203051,3.444249526411295,0.6379200952748457,0.3494629556313157,3.476298004388809,0.6048384496942163,0.3450040675699711,3.4742614910006524,0.615620150603354,2.8,0.5649373091533885,0.5544316169927437,0.5505778946259186,420.00538972530376,1017.5958272550358,0.005317869749039991,0.0007874015748031496,0.023240952639540746,0.005120437531515457,0.04865094449400721,0.011226096737907762,0.00237926849917639,0.005306510628993382,0.004021430427051282,0.0016241247895308279,0.002683903039918448,0.003186903701001467,0.006259257971015692,0.0010748521393510867,0.014061141974797499,0.7483314773547882,0.026206459792951546,0.016267378397232732,0.01290450723436067,11.70947082762733,0.33179006117721477,0.0014725770816746081,0.0009643660404658181,0.00822485354502378,0.0018032760039197984,0.00815964868690253,0.003084908422993975,-400
0.3297406726206343,3.4356372733910883,0.6433064178874095,0.3493195245042443,3.475439940392971,0.6057588562369347,0.34429278075695036,3.473309652507305,0.6170682266354561,3.8,0.5645830639247419,0.5550771053182312,0.5483294513092496,419.42918862873677,1017.5061317274334,0.004727124626663045,0.0009848337923276831,0.02619875101819169,0.006106241030216051,0.049241301733834994,0.013000271517784415,0.005079225893190828,0.009512991164879277,0.008514685823184353,0.0028041667374018825,0.0015509736771158304,0.005122702053979106,0.007264360658145471,0.0016429382023670075,0.01250822212897717,1.32664991614216,0.025057940670770655,0.014110400092893204,0.012228427007827869,11.196456104337718,1.3503552793198557,0.0014474483735227757,0.0008807756241743489,0.00690499895990124,0.0011494914232823825,0.0037309568117176433,0.0019125038309485709,-200
0.33454702341308196,3.4396042630076407,0.6323592106045302,0.3481053955852985,3.471676564216614,0.6059297036379576,0.3431977918371558,3.470251214504242,0.6167422706261277,2.8,0.5815264053676781,0.5863619634406829,0.5777307415893115,419.21396604585334,1015.1028195723011,0.00709068693999457,0.0013783406384546757,0.025803498700593463,0.006106628912765214,0.04904658469415461,0.011227066444280672,0.010406819271671044,0.01019771209449842,0.02348107699368268,0.0012798369530386637,0.0017604395008080655,0.0028104003670250703,0.006894974861480305,0.0015016757059748205,0.012256189592661037,0.9797958971132712,0.021712550463339187,0.013826884446885094,0.005465720648299906,11.361884486202271,0.7244684423391409,0.0035976694213375147,0.0010035919595897964,0.007988886686402215,0.001807084977232948,0.008304655993248483,0.0020273090999687925,0
0.32979228962212803,3.433597727368275,0.6413170881569387,0.3472802033647895,3.466228112578392,0.6064707862213254,0.3425391184166074,3.4654785960912706,0.6175834182649851,3.0,0.6019574955658171,0.6000682381063404,0.5972578070021477,417.3890045125543,1011.7379555014398,0.006106628912765215,0.0005909390636515263,0.028559404212404483,0.00492455684418758,0.056133392808657534,0.009651293588301463,0.0026968859613181622,0.004455695016607049,0.0041428727647921035,0.0009093715949368413,0.0008538936942694393,0.0017752556520348535,0.006005483960829319,0.0011795038614773438,0.012915683652286333,0.6324555320336759,0.026990920241870563,0.0176310205930094,0.011210448944569263,11.260029309510799,1.5198635925674053,0.002950049110825039,0.00048249985493291955,0.009088691878413283,0.00176328625268211,0.010127159246624187,0.0018055241461155296,200
0.3364221858481566,3.4417124703526496,0.625029324212422,0.3473342552781105,3.4660918340086937,0.6062314024195075,0.34246039893478153,3.4656554028391837,0.6162684507668018,1.8,0.6057470722947327,0.6069871230396471,0.6010395926979231,417.85101577509874,1011.5625618455815,0.005122376944261278,0.0007879833986268958,0.025413676738683527,0.005910554284162756,0.05378146697180094,0.012214615414452503,0.010544433668044311,0.006026677841158775,0.025304292903056927,0.0023094935425184045,0.0009475074197795405,0.0037169517222740414,0.005914958375648957,0.0014975781300287064,0.012886859056513407,0.4000000000000001,0.02564461873197251,0.01426984436972688,0.008315421330697178,11.007406436181995,1.573806602853203,0.0032619456607726276,0.0007372206587150972,0.008820791364507127,0.0033559999841940883,0.009269098248207578,0.003447724339731577,400
0.32800929999599854,3.4290774712959924,0.6446745552122592,0.3472101712599397,3.466807855665684,0.6042414739727974,0.34242420699447396,3.46667986959219,0.6127886906266212,3.4,0.5862389702458584,0.5917545914933219,0.5871853948915042,417.2879904315374,1011.8040528885637,0.008864861719871223,0.0003940886699507389,0.03230712540242815,0.007486327140141966,0.05653795430743571,0.014382103099181568,0.0030459316899848383,0.005811514835106114,0.004757136483145107,0.0016020688123953425,0.0012774329399500117,0.0023000357139565286,0.007011091304980523,0.0015069375665710163,0.013404934655566475,0.8,0.01953775673267983,0.010271641592625015,0.0060510179974743354,10.556704117803438,1.1237409119857928,0.0018670814640617225,0.0004826580773957001,0.005677488745902191,0.0022982628909829026,0.008804410986532273,0.003613979144694514,600
0.33091160984088974,3.437386030703783,0.6391823908314108,0.3496177179738879,3.4713240399956704,0.6051653381437063,0.3432439571246505,3.4697453916072845,0.6180010970681906,2.8,0.5733580802875574,0.5766882241230432,0.5712073552459576,418.286559454623,1014.049842483053,0.005320197044334975,0.0011822660098522167,0.027389162561576353,0.005911330049261084,0.05596059113300493,0.012216748768472906,0.003492911939003545,0.006064757035829443,0.0058647350531880705,0.002995019708632811,0.001891770904426033,0.0014417163177614318,0.006262192244324244,0.0020558057581268304,0.013573038133375228,0.7483314773547882,0.013723272201779166,0.014539167671025146,0.0136883641189135,11.455240776402736,1.1378567281382777,0.0013364197011084273,0.0011489560383931628,0.005656236490406827,0.0018693266956660373,0.01306152781807019,0.0032136958483349938,800
