train_bce_mean,train_roc_auc_mean,train_sensitivity_mean,train_specificity_mean,train_f1_mean,train_precision_mean,val_bce_mean,val_roc_auc_mean,val_sensitivity_mean,val_specificity_mean,val_f1_mean,val_precision_mean,test_bce_mean,test_roc_auc_mean,test_sensitivity_mean,test_specificity_mean,test_f1_mean,test_precision_mean,num_epochs_mean,train_bce_std,train_roc_auc_std,train_sensitivity_std,train_specificity_std,train_f1_std,train_precision_std,val_bce_std,val_roc_auc_std,val_sensitivity_std,val_specificity_std,val_f1_std,val_precision_std,test_bce_std,test_roc_auc_std,test_sensitivity_std,test_specificity_std,test_f1_std,test_precision_std,num_epochs_std,lags
0.37108804907868886,0.9096004273071057,0.8403568653568654,0.8432814909369075,0.8536199130979449,0.5970604232368938,0.7406701579689978,0.7352889022712391,0.42225529100529097,0.8858634336677813,0.7698946183251654,0.5355797443297443,0.7571840540816386,0.7126607650602217,0.33248316498316494,0.8594076587663544,0.7456373685614932,0.41665494227994226,7.8,0.1179425416540162,0.053072132663433816,0.06698107357639028,0.06661660042752356,0.06255455438095309,0.13492660705044565,0.13374959639539924,0.07127151086773595,0.09732128362150695,0.03155306935082563,0.03271603048033101,0.05594797802392732,0.1281787602941732,0.039262614099187354,0.11365600666314926,0.08161878526021484,0.039118111826064464,0.05716885560490715,5.268775948927796,-1000
0.2668607891263331,0.9577369525269466,0.9066916416916417,0.9016178125416104,0.909882401625007,0.7120959269488681,0.825254121174415,0.7590774580022768,0.4113492063492064,0.9210355196333457,0.8039634893468165,0.5997156084656086,0.7745128142337003,0.7440298396417055,0.3500613275613276,0.8888415906423154,0.7694986759863485,0.5195243182743183,12.0,0.09986758574358957,0.04418405068887217,0.08489564116934019,0.05261807359140353,0.0525518367392283,0.1226722909395884,0.06916350611210176,0.0401982294469983,0.06271735252969493,0.03902770407800123,0.012495731035375587,0.08459152320741051,0.12639923066189837,0.0504739430610435,0.141379342599198,0.053506457824203435,0.05874113929278722,0.07298360687182079,5.291502622129181,-800
0.28937482172075446,0.941106331140451,0.8784348821113527,0.886146783398655,0.8887117722168251,0.6775370218017278,0.6179590443770091,0.805626661181009,0.5676124338624339,0.8857082043024072,0.820728870623431,0.5823015873015873,0.6026851245512566,0.7735903159508232,0.5587794612794613,0.8490792598437527,0.8113838538478222,0.5332897657897658,11.6,0.1327879815581011,0.05444862358631814,0.08968636566319588,0.06964559304336741,0.06812480945850284,0.1384566238700747,0.0785098259814201,0.022296575545888105,0.08651932173514597,0.046729225005865356,0.025698841711560467,0.0208575424134724,0.1142275677873309,0.05083810382306742,0.13330207023023133,0.06066820604739397,0.031105533365611518,0.04390666462182653,8.357032966310472,-600
0.24909624391618895,0.9604681720784661,0.9138492063492064,0.9005897282734889,0.9066083986537125,0.7125278642925702,0.5931376411269108,0.8476445238537629,0.6041269841269841,0.9323346752549652,0.8620315018995542,0.7333195970695969,0.6682637684978545,0.7928416756519112,0.559090909090909,0.8853615151622398,0.8384775362700075,0.631945091945092,10.0,0.1096873802238894,0.040031707780048366,0.06533897139379533,0.060664012512193284,0.058579158250183706,0.11467411087426638,0.049234648813976774,0.017669507651412137,0.06894031679468411,0.029950600987058488,0.010105980933924893,0.07126439749540987,0.171549850209113,0.046918699651097774,0.11779131417154956,0.05744388403725162,0.04263942639291702,0.09355120502346446,5.761944116355173,-400
0.2713914421332233,0.9332874105819574,0.9003300620947681,0.8774496170245772,0.8931282029784583,0.6962470209529034,0.5426963354150454,0.8692914071301752,0.6492460317460318,0.9270709050745282,0.8703829038841958,0.7222655122655122,0.4788662590629732,0.8467352778059298,0.6464989177489178,0.8663823943099306,0.8455954704833435,0.6113888888888889,10.0,0.1696043489798728,0.08012058535923806,0.09071680646591468,0.10064787273189056,0.08497672886198714,0.19055101286650591,0.06067167757916614,0.024913008520603564,0.07504071662424021,0.0202570721930092,0.007655703746499305,0.06348719364800866,0.08116455272612466,0.03784439256383775,0.086567630665157,0.02467862618549248,0.030929966979976756,0.0908111743344785,7.127411872482185,-200
0.19300714547143266,0.9780739867942939,0.9357603344368052,0.9199559722466504,0.9265360763773861,0.7558394056923469,0.4550455421209335,0.9159761099240266,0.7136574074074075,0.9472487303356869,0.8975494235039194,0.8005525493025493,0.44057241948321463,0.8800438338835077,0.6913263588263587,0.9017316739889203,0.8813847590150269,0.7103374403374404,7.4,0.0634326399629124,0.011768392529065645,0.01910292179649263,0.028236792839548903,0.02633288245611568,0.056726450602438715,0.0753868667084168,0.01907604252435653,0.043637393726474134,0.009915228239442199,0.009872206252872362,0.026716327171067828,0.10798876164007065,0.04349377270627807,0.05520502444140628,0.040177023919909995,0.03726643543401967,0.07046629609173496,3.6660605559646724,0
0.22728856812943432,0.9567739791461625,0.901298913504796,0.8975059407938296,0.9060645573886958,0.7200005132314822,0.4210748975475629,0.9109919501291783,0.761031746031746,0.9184989677525909,0.8866525471901607,0.7465830928330928,0.4078906990587711,0.8741375648137423,0.6987680375180375,0.8717598952309096,0.8628405772016048,0.639962379238695,6.6,0.09949533531553002,0.03535969782280527,0.044365967436453484,0.06516569857827091,0.05797613036714471,0.11735726490333118,0.06058570456268822,0.022404786746664584,0.03649073668910429,0.023275286812116262,0.024207185451536394,0.045259921450858116,0.06989528995844599,0.03367345066263585,0.05878681319656852,0.04764425391138479,0.04329397106219502,0.07954229989404249,3.9293765408777,200
0.221778752731488,0.9619788018170649,0.9054795857737034,0.9171208709060812,0.9182844278310942,0.7426865618042089,0.4707997513314088,0.9086201853031565,0.6946825396825397,0.9366168091168092,0.885367738624111,0.7604695767195766,0.4774784050811528,0.8646081449749928,0.6652423039923039,0.9001618980858112,0.8754444093018516,0.6922588985088984,7.6,0.09921456946964989,0.03493475790674639,0.051503240379642136,0.05071192542646488,0.04479173511604148,0.10797867197172373,0.07397955354947738,0.011977008491334375,0.07667164165687823,0.009715981343541001,0.01585072747533362,0.014771223898430828,0.08988414593588767,0.032592686638856526,0.06500694942651881,0.04320399368262301,0.034387871192471546,0.056043665986721294,4.758150901348127,400
0.22578633304904488,0.971401053476414,0.9241533793004383,0.9213470100123514,0.9247750591408963,0.7526311433664375,0.568842389062047,0.8397523970259477,0.592632275132275,0.9084821834097196,0.8431950963216552,0.6467430254930255,0.6166160605847836,0.7924062014709659,0.5588858826358827,0.8330611075719772,0.8048156341758619,0.5217265604765605,10.8,0.09917718877155464,0.025720644558785283,0.051133124844191816,0.045916775333771566,0.04608429319420203,0.0957482653202878,0.04697385409721687,0.007346189334958404,0.05115518382009441,0.02670693071084049,0.01797627295532146,0.0319884700342687,0.13487285337865487,0.04287961618587447,0.08017931670433846,0.048567699710796275,0.03561456260823892,0.067735720828274,6.144916598294887,600
0.3704988861346946,0.9059884370142501,0.8425043257396199,0.8443727117573046,0.85727727564876,0.6041171083818143,0.7327208824145297,0.7225674475986976,0.43574074074074076,0.8638810025186837,0.768102314879364,0.51119005994006,0.7202794251342615,0.7025093516085363,0.39834535834535834,0.8025505529092486,0.7296739269414958,0.35880644810985374,9.4,0.1433910641486296,0.0776560229767914,0.09231969761228151,0.09453993856384128,0.08178888960662989,0.17287910030929107,0.1058319279342022,0.027220136642787524,0.14023683012218194,0.08720094701673131,0.02666067154193463,0.08459483065688526,0.15338577833456465,0.014730258146802823,0.1374676727108809,0.06746560656971008,0.03263235215822223,0.04260005412152688,8.616263691415208,800
