train_mse_mean,train_r2_mean,train_corr_mean,val_mse_mean,val_r2_mean,val_corr_mean,test_mse_mean,test_r2_mean,test_corr_mean,num_epochs_mean,train_mse_std,train_r2_std,train_corr_std,val_mse_std,val_r2_std,val_corr_std,test_mse_std,test_r2_std,test_corr_std,num_epochs_std,lags
98.16719427108765,-0.025992864633307737,0.1194247382270766,65.0191075960636,-1.6697516622304918,0.11452283677804809,93.42134964229825,-0.8469084610273173,0.06648986792429937,21.7,1.4302399983049854,0.01056844809287587,0.022320309447823004,6.732637558887004,0.4349486291799165,0.014451365908867196,24.13761583167823,0.3011333970995524,0.04816765166365249,5.622277118748239,-1000
96.88300905763147,-0.014746126492711948,0.15734626081108452,66.05881342859269,-1.1348771790981291,0.1446075590415785,92.4041786614839,-0.899189882289182,0.12500796707979978,17.6,2.8926185096088735,0.016363682264225583,0.029228162207537482,9.597043616283306,0.16099259730936125,0.025386321226528258,22.05081267511364,0.36593056862050255,0.05330967944498471,5.407402333838309,-800
95.55010493196906,0.0008865969783482068,0.19408725619962064,64.37677391502858,-0.9439118247509002,0.17051858475297632,91.3590665533736,-0.9058310151637137,0.1582818554350393,19.6,2.7327981125240126,0.014827339166875175,0.027062761555607207,7.412158049934869,0.1931940202205169,0.02766196976436673,23.807958203997362,0.3458857858794259,0.046368545557929124,5.388877434122992,-600
95.3640461207711,0.0019200857708798372,0.20091102587723925,65.67103490428926,-1.058823272705078,0.14848580711189424,90.46149931319125,-0.9680717863478101,0.16344129967146398,16.2,3.2301854624485618,0.020345513210725696,0.02975889676379099,8.98496372124826,0.08064518266419593,0.02651902233250071,20.477540693169004,0.3409535979976916,0.04958649818352325,4.770744176750625,-400
91.66960324705603,0.03750640211258342,0.27163114390053267,64.68888862199783,-1.420486069917679,0.14250012825141894,87.62243514533516,-1.0785717279524418,0.18160049997193806,21.5,2.1119285441053033,0.005937121540072658,0.008317972182537735,6.343265593002922,0.0884982701876891,0.020886946151270538,19.2871279456637,0.4352728435952953,0.059460927304442836,7.446475676452586,-200
82.39871362823854,0.12635898755833427,0.4076685448002847,61.33483221149445,-2.282130872797966,0.26926297956917555,79.88540342004451,-1.4564125900332991,0.3310386119399908,20.8,1.4939082676994588,0.00875144217979088,0.006648338049247684,4.478669234240127,0.23592073711659076,0.01901127547442748,16.72532210142628,0.809005758451436,0.0711989550694188,9.775479527879948,0
74.51766917361294,0.20714127855664272,0.4923125648681811,53.40231854991913,-2.328595341324806,0.41695866789477876,71.44747030326911,-1.67891856813216,0.4475796102503451,21.8,1.6817933756714296,0.0063601790596504535,0.006392839715294015,3.981465107974625,0.21824276553406785,0.017082897964387018,15.803950397034475,1.0967660800930672,0.04990940755829459,9.693296652842108,200
81.3852306957551,0.13911843498282253,0.41952158330496453,58.05182658958436,-1.8548233007669446,0.3429634913325542,78.53292184176745,-1.4421171913812827,0.34909388487885734,20.8,1.7689984278963022,0.007520147662475372,0.006133585783491527,4.684999129027533,0.22968384218776106,0.008104141001585685,19.414629872289254,0.8383852685153147,0.031909531831492116,3.762977544445356,400
88.9311165006403,0.06294933190160895,0.3218562961645897,63.206222023677824,-1.7024904007911679,0.22512880199651697,85.0190677470989,-1.2892935221259658,0.22099325129707753,15.1,2.4832183358209914,0.0191143291913201,0.01743495257362847,6.096103384369922,0.3966801686305357,0.017569126163762407,20.17149518367795,0.7031587293268461,0.04181051914466917,4.036087214122113,600
93.71859160107087,0.01484892098980154,0.240517389227545,66.65662960338592,-1.4213359447002412,0.13563985387492578,90.77446478809323,-1.1280797044436137,0.13058695313261154,18.7,2.7032177849500374,0.021087204712758857,0.019279033455170257,8.054517012514559,0.3814605980851093,0.01736651333394508,21.932145594450887,0.6718306938994358,0.04203796033349886,7.085901495222751,800
